reef_name,region_lat,sector,start_year,event_year,target_year,end_year,nadir_year,final_year,gap_years,time_gap_years,sequence_type,sequence_type_primary,seq_category_main,seq_category,start_event_type,target_event_type,start_disturbance_type,target_disturbance_type,baseline_start_year,baseline_end_year,baseline_survey_n,baseline_hc,baseline_juv,baseline_algae,nadir_hc,nadir_juv,nadir_algae,final_hc,final_juv,final_algae,rel_loss,recovery_rate,recovery_pct,cots_lag_3yr,initial_cots,initial_herbivore,start_max_wind,start_max_dhw,target_max_wind,target_max_dhw,storm_exposure_seq,heat_exposure_seq,drop_abs,impact_flag,recovery_gain_abs,recovery_observed_flag,recovery_frac_loss,recovered_flag,fate_status
Rib_Reef,-18.48361111111112,Central,1998,1998,2000.0,2003,2003,2007.0,2.0,2.0,H -> S,H_to_S,H_to_S,H_to_S,Heatwave,Storm,Isolated Heatwave (Moderate),Isolated Storm,1994,1996,3,54.54436176250285,,1.3109319439294866,3.3462309512581743,,10.810557364593157,6.596470838306012,6.858684721516283,6.432896969440121,0.9386512034767528,0.8125599717619595,0.05958892508817021,0.006666666666666667,0.0,32.30207115041534,0.0,4.21,25.534092598201067,0.0,25.534092598201067,4.21,51.19813081124468,1,3.250239887047838,1,0.06348356542606406,0.0,failed
Rib_Reef,-18.48361111111112,Central,2011,2011,,2011,2011,2015.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,2006,2009,4,10.535405905195113,10.869313184580777,6.82699781049211,8.877135485992458,4.594607114149016,1.0363084869036356,37.109829784922,47.79926913292508,1.4188272346286388,0.157399765526352,7.058173574732385,2.6797917947335774,0.0,0.0,42.43247564121885,24.990323444774635,0.96,0.0,0.0,24.990323444774635,0.96,1.6582704192026547,0,28.23269429892954,1,,,non_impact
Rib_Reef,-18.48361111111112,Central,2017,2017,,2019,2019,2023.0,,,Isolated Heatwave,Isolated_Heatwave,Isolated_Heatwave,Isolated_Heatwave,Heatwave,,Isolated Heatwave (Moderate),,2012,2015,4,20.943695365003727,31.942437398152492,1.8077791269748953,2.8672680891623696,11.455396060191148,3.5148727863883247,18.448450547833588,18.77861682334165,5.804947550091398,0.8630963619747122,3.8952956146678046,0.7439557435841478,0.06333333333333334,1.12,27.88183366725325,0.0,7.44,0.0,0.0,0.0,7.44,18.076427275841358,1,15.581182458671218,1,0.8619613943013527,1.0,recovered
Slate_Reef,-19.667883333333336,Central,2003,2003,,2004,2004,2007.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,1998,2001,4,41.63194946039364,,1.6305965963532851,41.93622203101182,,0.5378484795214592,35.54958228481734,10.490560605065602,0.2463682276013019,-0.007308631341120586,-2.128879915398161,-0.15340717475337978,0.0,0.0,30.09045705470116,27.295255775047657,0.15,0.0,0.0,27.295255775047657,0.15,-0.30427257061818125,0,-6.386639746194483,1,,,non_impact
Slate_Reef,-19.667883333333336,Central,2009,2009,2010.0,2011,2011,2015.0,1.0,1.0,S -> S,S_to_S,S_to_S,S_to_S,Storm,Storm,Isolated Storm,Isolated Storm,2004,2007,3,40.00103174559636,10.490560605065602,0.49160195285403147,10.950684057441787,4.311380390957448,3.8178364910882014,17.653969041749072,25.38429520959232,0.8833751292712398,0.7262399598318529,1.6758212460768211,0.1675778021661963,0.0,0.0,51.02312934509366,42.338412,3.06,29.117304,0.77,71.455716,3.83,29.05034768815457,1,6.703284984307285,1,0.23074715167834578,0.0,failed
Slate_Reef,-19.667883333333336,Central,2017,2017,,2019,2019,2023.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,2013,2015,2,14.641311540921205,19.494154795359467,0.978852084751882,30.68167717851909,15.813175712826206,1.2455543845534924,46.87585057604239,14.117609768168656,1.373591669949736,-1.0,4.048543349380824,1.1060602974167975,0.0,0.0,41.10505774482977,35.75358,2.87,0.0,0.0,35.75358,2.87,-16.040365637597887,0,16.194173397523297,1,,,non_impact
Small_Lagoon_Reef,-21.87138888888889,South,2020,2020,2024.0,2026,2026,,4.0,4.0,H -> H,H_to_H,H_to_H,H_to_H,Heatwave,Heatwave,Isolated Heatwave (Moderate),Isolated Heatwave (Severe),2016,2018,2,50.30119536468929,25.0025294660227,0.7374910114555397,9.901715067216994,,,,,,0.803151495795906,,,0.016666666666666666,4.13,44.003905604640494,0.0,6.17,0.0,8.69,0.0,14.86,40.399480297472294,1,,0,,,recovery_unobserved
Snake_Reef,-22.031944444444445,South,2009,2009,,2011,2011,2015.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,2004,2007,4,45.47099735626551,29.12953715841116,1.5419128777264348,27.63804053491198,6.905488758130371,2.126596327601965,49.092150454738245,24.692741665053084,2.883457135420292,0.39218310259685346,5.363527479956566,0.4718196469660254,0.0,0.0,30.738705412796445,42.338412,0.33,0.0,0.0,42.338412,0.33,17.832956821353527,1,21.454109919826266,1,1.2030596010941215,1.0,recovered
Snake_Reef,-22.031944444444445,South,2020,2020,2024.0,2026,2026,,4.0,4.0,H -> H,H_to_H,H_to_H,H_to_H,Heatwave,Heatwave,Isolated Heatwave (Moderate),Isolated Heatwave (Moderate),2015,2017,2,55.249828047302486,25.416332979528143,2.0219499663956464,21.887766023277504,,,,,,0.6038401059902275,,,0.03333333333333333,0.0,,0.0,4.86,0.0,7.58,0.0,12.440000000000001,33.36206202402498,1,,0,,,recovery_unobserved
St_Crispin_Reef,-16.10346388888889,Central,1999,1999,,2000,2000,2004.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,1995,1997,3,22.59829290707296,,0.9303895419159902,20.499286146615937,,2.2112061658497533,24.538492870567445,,0.6038372859351939,0.0928834212871036,1.0098016809878771,0.1787394623373207,0.0,0.0,37.76287191582057,19.857384,0.49,0.0,0.0,19.857384,0.49,2.099006760457023,0,4.039206723951509,1,,,non_impact
St_Crispin_Reef,-16.10346388888889,Central,2014,2014,2016.0,2018,2018,2022.0,2.0,2.0,S -> H,S_to_H,S_to_H,S_to_H,Storm,Heatwave,Isolated Storm,Isolated Heatwave (Moderate),2009,2012,4,25.656656670150973,11.60891002531495,0.7826299062046879,12.848689308633146,15.750822886854367,2.5840437763715447,34.84661438936501,25.264624497159605,1.0023841579715704,0.49920640581431064,5.499481270182965,0.8573964006122555,0.0,0.01,75.48650765072973,19.993910025930884,0.0,0.0,5.82,19.993910025930884,5.82,12.807967361517827,1,21.99792508073186,1,1.717518827134563,1.0,recovered
Tern_Island,-20.91027777777777,South,2015,2015,2017.0,2018,2018,2022.0,2.0,2.0,S -> H,S_to_H,S_to_H,S_to_H,Storm,Heatwave,Isolated Storm,Isolated Heatwave (Moderate),2010,2012,2,17.471570750950494,6.656480405133558,0.1558417645012668,14.538912014551231,7.881851759394379,0.3702768161090958,36.15177990537944,,,0.16785318150285486,5.403216972707053,1.2370306138417704,0.0,0.0,,38.59638811474957,2.35,0.0,4.01,38.59638811474957,6.359999999999999,2.9326587363992633,0,21.612867890828213,1,,,non_impact
Thetford_Reef,-16.80611111111111,Central,2006,2006,2010.0,2012,2012,2016.0,4.0,4.0,S -> S,S_to_S,S_to_S,S_to_S,Storm,Storm,Isolated Storm,Isolated Storm,2002,2004,3,5.051415711858656,,2.926574643301746,19.036148378178712,14.048714075212738,1.7082610783356746,30.239679241872828,30.910540615174853,2.559209453138504,-1.0,2.800882715923529,2.2178991995041732,0.0,0.0,56.92055523835906,24.53324895423199,0.77,18.51984,1.24,43.05308895423199,2.01,-13.984732666320056,0,11.203530863694116,1,,,non_impact
Thetford_Reef,-16.80611111111111,Central,2017,2017,2020.0,2020,2020,2024.0,3.0,3.0,H -> H,H_to_H,H_to_H,H_to_H,Heatwave,Heatwave,Isolated Heatwave (Severe),Isolated Heatwave (Moderate),2012,2015,4,22.68636737517804,19.601104843039863,1.888111604970431,15.86055546239318,8.590222015063938,1.730117767364741,22.09710952033732,23.23650121776466,3.593804821324402,0.30087725372256924,1.559138514486035,0.27490315901204065,0.04666666666666666,0.0,48.08302494322127,0.0,10.88,0.0,6.23,0.0,17.11,6.825811912784861,1,6.23655405794414,1,0.9136721224713165,1.0,recovered
Turner_Cay,-21.71815277777777,South,2009,2009,,2011,2011,2015.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,2004,2007,4,12.763918653078937,19.713216714605657,1.5596591635511234,19.65123161120048,9.646617971536363,0.913777050548356,38.421467712558886,47.34209899053661,1.7212547410587828,-0.5395923575915436,4.692559025339602,1.470570019406275,0.0,0.0,45.03060364180849,42.338412,1.21,0.0,0.0,42.338412,1.21,-6.887312958121543,0,18.770236101358407,1,,,non_impact
Turner_Cay,-21.71815277777777,South,2020,2020,2024.0,2025,2025,,4.0,4.0,H -> H,H_to_H,H_to_H,H_to_H,Heatwave,Heatwave,Isolated Heatwave (Moderate),Isolated Heatwave (Severe),2015,2017,2,40.52889458393591,45.208238563246255,1.252510519283168,13.084555999175969,16.693612197029772,2.1242260263439565,,,,0.6771548759594794,,,1.4766666666666666,0.0,,0.0,6.0,0.0,9.27,0.0,15.27,27.44433858475994,1,,0,,,recovery_unobserved
Wade_Reef,-21.98778611111112,South,2020,2020,2021.0,2022,2022,2026.0,1.0,1.0,H -> H,H_to_H,H_to_H,H_to_H,Heatwave,Heatwave,Isolated Heatwave (Moderate),Isolated Heatwave (Severe),2016,2018,2,24.879053642410938,24.18700187218367,0.9478893503234256,6.984299339923174,17.20740852275006,3.652451772939349,18.8237685019782,,,0.7192698950567337,2.9598672905137566,0.47588100947185813,0.26,0.1,52.047824694530384,0.0,6.41,0.0,12.45,0.0,18.86,17.894754302487762,1,11.839469162055027,1,0.6616167487926382,1.0,recovered
Wreck_Island,-23.33258333333333,South,2020,2020,2024.0,2026,2026,,4.0,4.0,H -> H,H_to_H,H_to_H,H_to_H,Heatwave,Heatwave,Isolated Heatwave (Moderate),Isolated Heatwave (Severe),2015,2017,2,55.746380875514745,36.288530391934046,4.035229813838718,14.374392023162123,,,,,,0.742146632706775,,,0.0,0.0,,0.0,6.48,0.0,11.64,0.0,18.12,41.37198885235262,1,,0,,,recovery_unobserved
Yonge_Reef,-14.595263888888889,North-Central,2014,2014,2015.0,2017,2017,2021.0,1.0,1.0,S -> S,S_to_S,S_to_S,S_to_S,Storm,Storm,Isolated Storm,Isolated Storm,2009,2011,2,37.42305695149513,23.51383625349463,1.8767672726069449,7.237340921996596,12.424416097692898,5.172566759946124,20.958403647046804,15.170672757201428,5.101218301497849,0.8066074363893607,3.430265681262552,0.3666472982908475,0.0,0.0,,41.000868,0.29,29.117304,1.37,70.118172,1.6600000000000001,30.18571602949853,1,13.721062725050208,1,0.4545548202878974,0.0,failed
