reef_name,start_year,target_year,anchor_year,nadir_year,nadir_hc,window_min_hc,window_min_year,nadir_consistent,rel_loss,rel_loss_recomputed,rel_loss_consistent
Opal_Reef,2014,2016.0,2016,2019,3.7035191745506144,3.7035191745506144,2019,True,0.8546548526941803,0.8546548526941803,True
Peart_Reef,2017,2020.0,2020,2020,13.879939358890672,13.879939358890672,2020,True,0.6134747598607915,0.6134747598607915,True
Pompey_Reef_No_1,2015,2017.0,2017,2018,9.000944378371836,9.000944378371836,2018,True,0.7436199455029752,0.7436199455029752,True
Rebe_Reef,2003,2004.0,2004,2007,18.11041507736537,18.11041507736537,2007,True,0.07316504940937807,0.07316504940937807,True
Reef_13_124,2005,,2005,2006,20.24187811294965,20.24187811294965,2006,True,0.04076414886034576,0.04076414886034576,True
Reef_19_131,2003,,2003,2004,31.297665557395288,31.297665557395288,2004,True,0.1256427855921978,0.1256427855921978,True
Reef_19_131,2009,2010.0,2010,2011,41.426381208148,41.426381208148,2011,True,-0.11039391979485856,-0.11039391979485856,True
Reef_19_131,2017,2020.0,2020,2021,40.887965904616685,40.887965904616685,2021,True,0.1138484606726335,0.1138484606726335,True
Reef_19_138,1996,,1996,1997,16.335131953752622,16.335131953752622,1997,True,0.30333035466997665,0.30333035466997665,True
Reef_19_138,2003,,2003,2006,19.965417604047207,19.965417604047207,2006,True,-0.010623807878060734,-0.010623807878060734,True
Reef_19_138,2009,2010.0,2010,2010,22.50704128744894,22.50704128744894,2010,True,0.35478761107195744,0.35478761107195744,True
Reef_19_138,2017,,2017,2019,34.1234816433095,34.1234816433095,2019,True,0.11127524256691294,0.11127524256691294,True
Reef_20_104,2003,,2003,2003,34.730337527963414,34.730337527963414,2003,True,-0.34178726079913,-0.34178726079913,True
Reef_20_104,2009,2010.0,2010,2010,15.295215205172893,15.295215205172893,2010,True,0.6662113074800333,0.6662113074800333,True
Reef_20_104,2017,,2017,2017,56.7359331998962,56.7359331998962,2017,True,-0.3067560536833049,-0.3067560536833049,True
Reef_21_060,2015,2017.0,2017,2018,1.8641535501526096,1.8641535501526096,2018,True,0.6334820609811412,0.6334820609811412,True
Reef_21_064,2015,,2015,2018,7.356867637191203,7.356867637191203,2018,True,0.6393140714907714,0.6393140714907714,True
Reef_21_187,2015,,2015,2018,23.97244048923216,23.97244048923216,2018,True,-0.6641295116280974,-0.6641295116280974,True
Reef_21_187,2024,,2024,2025,21.8893710077886,21.8893710077886,2025,True,0.42450403192552255,0.42450403192552255,True
Reef_21_278,2017,2020.0,2020,2020,28.20428954715422,28.20428954715422,2020,True,-0.029485437897492375,-0.029485437897492375,True
Reef_21_529,2009,,2009,2011,1.175435583140599,1.175435583140599,2011,True,0.9766788811337896,0.9766788811337896,True
Reef_21_529,2024,,2024,2025,22.709186259324632,22.709186259324632,2025,True,0.2136209332720421,0.2136209332720421,True
Reef_21_550,2020,2024.0,2024,2025,35.92423019389772,35.92423019389772,2025,True,0.24942688822716863,0.24942688822716863,True
Reef_21_591,2015,2017.0,2017,2018,12.11181439065283,12.11181439065283,2018,True,0.5437889632628616,0.5437889632628616,True
Reef_22_084,2020,2024.0,2024,2025,10.558523495026016,10.558523495026016,2025,True,0.7718802932257114,0.7718802932257114,True
Rib_Reef,1998,2000.0,2000,2003,3.3462309512581743,3.3462309512581743,2003,True,0.9386512034767528,0.9386512034767528,True
Rib_Reef,2011,,2011,2011,8.877135485992458,8.877135485992458,2011,True,0.157399765526352,0.157399765526352,True
Rib_Reef,2017,,2017,2019,2.8672680891623696,2.8672680891623696,2019,True,0.8630963619747122,0.8630963619747122,True
Slate_Reef,2003,,2003,2004,41.93622203101182,41.93622203101182,2004,True,-0.007308631341120586,-0.007308631341120586,True
Slate_Reef,2009,2010.0,2010,2011,10.950684057441787,10.950684057441787,2011,True,0.7262399598318529,0.7262399598318529,True
Slate_Reef,2017,,2017,2019,30.68167717851909,30.68167717851909,2019,True,-1.0,-1.0,True
Small_Lagoon_Reef,2020,2024.0,2024,2026,9.901715067216994,9.901715067216994,2026,True,0.803151495795906,0.803151495795906,True
Snake_Reef,2009,,2009,2011,27.63804053491198,27.63804053491198,2011,True,0.39218310259685346,0.39218310259685346,True
Snake_Reef,2020,2024.0,2024,2026,21.887766023277504,21.887766023277504,2026,True,0.6038401059902275,0.6038401059902275,True
St_Crispin_Reef,1999,,1999,2000,20.499286146615937,20.499286146615937,2000,True,0.0928834212871036,0.0928834212871036,True
St_Crispin_Reef,2014,2016.0,2016,2018,12.848689308633146,12.848689308633146,2018,True,0.49920640581431064,0.49920640581431064,True
Tern_Island,2015,2017.0,2017,2018,14.538912014551231,14.538912014551231,2018,True,0.16785318150285486,0.16785318150285486,True
Thetford_Reef,2006,2010.0,2010,2012,19.036148378178712,19.036148378178712,2012,True,-1.0,-1.0,True
Thetford_Reef,2017,2020.0,2020,2020,15.86055546239318,15.86055546239318,2020,True,0.30087725372256924,0.30087725372256924,True
Turner_Cay,2009,,2009,2011,19.65123161120048,19.65123161120048,2011,True,-0.5395923575915436,-0.5395923575915436,True
Turner_Cay,2020,2024.0,2024,2025,13.084555999175969,13.084555999175969,2025,True,0.6771548759594794,0.6771548759594794,True
Wade_Reef,2020,2021.0,2021,2022,6.984299339923174,6.984299339923174,2022,True,0.7192698950567337,0.7192698950567337,True
Wreck_Island,2020,2024.0,2024,2026,14.374392023162123,14.374392023162123,2026,True,0.742146632706775,0.742146632706775,True
Yonge_Reef,2014,2015.0,2015,2017,7.237340921996596,7.237340921996596,2017,True,0.8066074363893607,0.8066074363893607,True
